File name; Release; Commit; Old name file; SizeLOC; Age
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;71;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;674;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;215;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;153;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;167;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;53;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;141;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;144;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;91;18
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;70;3
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;69;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;71;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;93;2
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;195;2
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;341;2
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;232;1
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;174;1
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;477;1
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;175;1
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;130;1
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;91;1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;157;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;137;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;355;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;114;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;468;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;509;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;121;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;164;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;137;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;83;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;207;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;47;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;30;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;83;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;32;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;59;35
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;83;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;237;3
bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;81;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;64;16
bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;549;3
bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;123;5
bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;310;3
bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;40;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;40;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;40;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;39;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;40;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;118;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;235;1
bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;101;5
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;212;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;223;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;224;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;253;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;193;3
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;896;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;81;15
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;63;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;175;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;106;7
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;46;2
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;136;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;96;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;103;35
bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;55;35
hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;64;2
hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;40;2
hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;44;35
hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;58;35
hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;222;35
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;113;35
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;115;35
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;153;35
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;41;35
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;101;35
hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;129;35
hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;53;35
hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;140;35
hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;64;35
hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;null;32;35
hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;33;35
hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;34;35
hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;82;35
hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;77;35
hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;64;35
hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java;102;35
hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;1;commit 1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14 1322855939 -----sp;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;317;35
