Dataset,#TrainingRelease,%Training,%Defective_training,%Defective_testing,Classifier,Balancing,FeatureSelection,Sensitivity,TP,FP,TN,FN,Precision,Recall,ROC,Kappa
Bookkeeper,2,55.521782,13.686131,0.0,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,64.0,375.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,138.0,301.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,138.0,301.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,106.0,333.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,IBK,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,121.0,318.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,121.0,318.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,95.0,344.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,89.0,350.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,89.0,350.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,81.0,358.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,59.0,380.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,59.0,380.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,102.0,337.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,IBK,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,47.0,392.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,IBK,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,47.0,392.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,IBK,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,94.0,345.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,75.0,364.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,75.0,364.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,2,55.521782,13.686131,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,78.0,361.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,74.0,365.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,74.0,365.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,16.0,423.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,16.0,423.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,IBK,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,439.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,3,69.21459,7.5987844,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,2.0,581.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,1.0,10.0,573.0,5.0,0.09090909090909091,0.16666666666666666,0.8897941680960549,0.10585973079647737
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,4.0,79.0,504.0,2.0,0.04819277108433735,0.6666666666666666,0.8867924528301887,0.07226057365094826
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,4.0,79.0,504.0,2.0,0.04819277108433735,0.6666666666666666,0.7655803316180675,0.07226057365094826
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,2.0,93.0,490.0,4.0,0.021052631578947368,0.3333333333333333,0.8266152086906804,0.020840117225659337
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,3.0,580.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,3.0,580.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,2.0,581.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,5.0,578.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,5.0,578.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,14.0,569.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,6.0,495.0,88.0,0.0,0.011976047904191617,1.0,0.8176100628930818,0.00360888688395174
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,6.0,495.0,88.0,0.0,0.011976047904191617,1.0,0.5754716981132075,0.00360888688395174
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,4.0,179.0,404.0,2.0,0.02185792349726776,0.6666666666666666,0.6037735849056604,0.023056128293241582
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,1.0,20.0,563.0,5.0,0.047619047619047616,0.16666666666666666,0.9411092052601486,0.05916554852725243
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,1.0,20.0,563.0,5.0,0.047619047619047616,0.16666666666666666,0.5661806746712407,0.05916554852725243
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,5.0,578.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,2.0,83.0,500.0,4.0,0.023529411764705882,0.3333333333333333,0.6292166952544311,0.02540938397459061
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,2.0,83.0,500.0,4.0,0.023529411764705882,0.3333333333333333,0.5954831332189823,0.02540938397459061
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,19.0,564.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,58.0,525.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,58.0,525.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,4.0,168.0,415.0,2.0,0.023255813953488372,0.6666666666666666,0.7429959977129789,0.025764268617797643
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,1.0,582.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,1.0,582.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,3.0,580.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,6.0,577.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,6.0,577.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,8.0,575.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,SMOTE,NO_SELECTION,NO_SENSITIVE,3.0,103.0,480.0,3.0,0.02830188679245283,0.5,0.7855917667238422,0.03496352170149606
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,3.0,103.0,480.0,3.0,0.02830188679245283,0.5,0.6616638078902229,0.03496352170149606
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,4.0,336.0,247.0,2.0,0.011764705882352941,0.6666666666666666,0.6229273870783305,0.0031645252711377794
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9383933676386507,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9383933676386507,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,583.0,6.0,0.0,0.0,0.0,0.0
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9383933676386507,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9433962264150944,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9271012006861064,0.10663621277279114
